Time,open,high,low,close,50_EMA,7_RSI
09:18:00,36330.92976462641,36411.753337675545,36270.8815049181,36399.90808392892,36426.10302452073,60.82761749251376
09:21:00,36402.80824213738,36416.10950780505,36344.92058239911,36367.53656146224,36423.80630047922,47.904549147501044
09:24:00,36368.236719670815,36368.236719670815,36287.8644061832,36298.21503901802,36418.88115297094,31.294157927979725
09:27:00,36295.41519722672,36295.41519722672,36263.72468975036,36267.79351659627,36412.95614762292,26.576185556982068
09:30:00,36268.4436748051,36290.91076136292,36244.12199419699,36244.12199419699,36406.33520042975,23.376782893124457
09:33:00,36242.422152405954,36271.883543452575,36241.372310614905,36250.85047182019,36400.23776009212,26.318312543443227
09:36:00,36251.75063002927,36303.17831662903,36250.009647948,36298.078949465846,36396.231532224425,43.94161682801505
09:39:00,36298.42910767505,36314.75552862207,36279.83638529925,36300.65742713398,36392.483528103236,44.78283395596524
09:42:00,36300.65758534331,36301.25774355263,36246.58052570351,36259.535904824574,36387.2698958178,35.00838620599899
09:45:00,36258.88606303403,36284.307421316815,36257.13764512862,36268.06438253764,36382.59516980681,38.26852746182817
09:48:00,36266.41454074722,36293.888905030784,36266.0146989568,36281.24286027318,36378.62056943295,43.388031295170116
09:51:00,36283.69301848288,36344.06801562492,36282.443176692585,36327.12133803118,36376.60099173091,57.65210576710865
09:54:00,36327.371496241016,36402.99158889499,36327.371496241016,36360.349815811656,36375.963690714474,65.08553156376436
09:57:00,36362.449974021605,36391.76816817098,36360.51278903021,36380.4282936146,36376.13877318115,68.9302305994691
10:00:00,36381.428451824686,36387.83272349708,36364.38921011169,36367.656771440015,36375.80614566189,63.72294475586029
10:03:00,36370.05692965021,36403.80882817272,36358.82101036115,36401.6852492879,36376.821012470755,70.62175482074598
10:06:00,36401.535407498224,36465.00660768856,36400.38572391889,36454.91372715825,36379.883471870264,78.19065915169818
10:09:00,36452.3138853687,36457.72891536496,36431.23983189248,36436.54220505107,36382.105382975395,70.84142114928295
10:12:00,36442.39236326164,36492.814038117445,36442.39236326164,36485.87068296636,36386.174610426024,77.47386385885449
10:15:00,36486.42084117706,36516.04726237423,36473.28682046166,36512.54916090411,36391.130475150654,80.30108388260143
10:18:00,36510.79931911494,36519.60011016909,36491.65928639851,36515.02763886435,36395.98918745315,80.56545744834197
10:21:00,36515.927797075296,36552.18760615573,36498.35611684704,36498.35611684704,36400.00357684115,72.88877897135306
10:24:00,36497.95627505812,36507.75754074677,36477.92146332481,36500.33459485221,36403.938126567075,73.24178681027466
10:27:00,36503.23475306341,36515.64013224471,36484.71038328739,36501.56307287985,36407.76655583424,73.49182027244184
10:30:00,36501.51323109117,36511.33727922101,36490.46607889519,36506.34155092995,36411.63224191643,74.57015532900378
10:33:00,36506.2417091414,36509.94313304451,36488.16939615623,36490.97002900253,36414.74352768451,64.69352702184278
10:36:00,36490.2701872141,36499.42224396468,36466.34518465199,36485.598507097566,36417.522154328166,61.37922316891744
10:39:00,36489.64866530927,36521.25467735446,36489.64866530927,36508.67698521508,36421.09685357863,69.27044668741827
10:42:00,36508.92714342691,36534.198818453726,36504.88584507845,36523.605463355074,36425.11679906006,73.37583708107826
10:45:00,36524.10562156702,36557.078720519385,36524.10562156702,36540.33394151752,36429.63511837212,77.3345208137341
10:48:00,36541.9340997296,36583.208939034186,36535.38631469874,36579.312419702444,36435.50481646351,83.85872897426057
10:51:00,36578.81257791465,36594.01479288553,36570.28710081422,36577.29089790984,36441.0650549516,82.42319756053601
10:54:00,36578.24105612216,36584.94342930714,36552.81004160632,36559.71937613969,36445.718165586426,70.23126257789833
10:57:00,36559.86953435215,36587.32965995045,36557.27048362686,36576.84785439203,36450.8605063239,74.51788174389765
11:00:00,36573.5480126046,36583.92633266683,36570.90180970663,36583.92633266683,36456.07877402362,76.17215470135349
11:03:00,36587.42649087953,36625.38630006831,36587.42649087953,36605.15481096409,36461.92489311933,80.58264991081406
11:06:00,36606.154969176925,36617.11636050217,36595.58075787673,36597.23328928384,36467.23110473362,74.57336411965677
11:09:00,36597.63344749678,36602.43582069112,36560.16176762604,36560.16176762604,36470.87544445489,52.99583750530141
11:12:00,36560.91192583912,36580.97584859243,36549.5339174633,36552.44024599072,36474.074064122964,49.514399157644874
11:15:00,36550.39040420392,36568.71840795122,36544.39942235746,36565.318724377874,36477.65228609375,55.23642906813704
11:18:00,36565.96888259119,36574.37173043116,36551.69688636059,36554.44720278749,36480.66385145429,49.68987710739567
11:21:00,36554.59736100094,36568.67520657885,36547.69989241623,36568.12568121958,36484.09372713135,56.15286003916736
11:24:00,36567.57583943315,36582.79371757151,36561.68026941351,36579.504159674136,36487.83531272127,61.01341658057155
11:27:00,36579.95431788783,36600.773145322986,36579.95431788783,36583.88263815116,36491.601874502834,62.86163513075744
11:30:00,36581.88279636498,36597.83548600009,36561.40937629726,36562.71111665066,36494.390472234125,49.59762925695102
11:33:00,36559.3612748646,36571.98105161368,36543.720767702805,36566.23959517262,36497.20808489838,51.583999237076036
11:36:00,36565.88975338669,36596.0166497893,36561.192443026055,36595.66807371705,36501.06926093049,65.00404840028654
11:39:00,36595.86823193126,36602.13136371215,36578.89623585532,36579.69655228396,36504.152684120825,55.298809239226195
11:42:00,36579.94671049828,36604.37218301339,36573.00430478662,36594.17503087334,36507.682972228766,61.39468814563082
11:45:00,36591.925189087786,36648.894333041135,36585.43135945181,36637.85350948518,36512.78769918,73.91469413751511
11:48:00,36641.80366769976,36652.85619913302,36615.48119704602,36617.281988119496,36516.88551443253,62.73536814560645
11:51:00,36617.482146334194,36628.4853106283,36605.25951748736,36607.41046677628,36520.43551256366,57.83800188619783
11:54:00,36607.7106249911,36622.966004295486,36605.18783795092,36610.63894545554,36523.972902088826,59.057510858599066
11:57:00,36611.28910367048,36618.40967161956,36600.24195153965,36613.71742415727,36527.49229511112,60.33385796559351
12:00:00,36612.167582372334,36624.7732781154,36605.69289679284,36608.495902881456,36530.66890718055,56.82822582715209
12:03:00,36608.146061096646,36615.81552157119,36593.80318078125,36600.07438162812,36533.390690492226,51.227449073470964
12:06:00,36596.82453984344,36602.57580556604,36576.7949496258,36586.75286039725,36535.48332460615,43.34389329260416
12:09:00,36586.503018612704,36614.52754201534,36585.46947302295,36592.33133918886,36537.71265851136,47.3056874939363
12:12:00,36595.18149740443,36597.844629299296,36582.25048327806,36595.45981800293,36539.97725300122,49.61107786420795
12:15:00,36595.25997621862,36610.572317045095,36595.25997621862,36605.08829683947,36542.53062726939,56.45207556126314
12:18:00,36602.43845505529,36614.09225223522,36592.56661748254,36592.91677569849,36544.50655465877,47.03457658407217
12:21:00,36594.41693391444,36601.62104752928,36560.44303955505,36571.245254579975,36545.555131126275,34.93008325148797
12:24:00,36573.995412796045,36592.049526414135,36566.77246775439,36571.773733483926,36546.58331161089,35.40304549213887
12:27:00,36570.52389170012,36577.32436634872,36558.79730770476,36572.20221241035,36547.587974387345,35.844139496250435
12:30:00,36572.05237062667,36576.10727533296,36541.63005849347,36542.28069135925,36547.379845641146,23.031429528845607
12:33:00,36543.48084957569,36592.10917033061,36541.23132422503,36592.10917033061,36549.13393680544,54.577043648152525
12:36:00,36590.80932854718,36609.36977084235,36576.81265109532,36600.18764932444,36551.13604317873,57.844980248269195
12:39:00,36600.137807541134,36628.45885036778,36596.089389708126,36620.46612834075,36553.85487004783,65.18109201387307
12:42:00,36620.46628655757,36628.98701296699,36608.88954443765,36615.69460737952,36556.279957786326,62.209157668856186
12:45:00,36614.994765596464,36623.3976135016,36603.36770706081,36610.07308644076,36558.38949224337,58.54041570653269
12:48:00,36609.92324465784,36617.63859171689,36596.29745187767,36602.90156552448,36560.135063744594,53.81669615818013
12:51:00,36602.85172374168,36675.47529811141,36602.85172374168,36661.33004463067,36564.10349436758,73.86325690061524
12:54:00,36660.880202847984,36690.65836554187,36646.39602458342,36689.45852375932,36569.01937787313,78.98627964129096
12:57:00,36691.05868197676,36721.57228867956,36691.05868197676,36705.58700291045,36574.37497101185,81.4221998426353
13:00:00,36705.28716112802,36715.44048369712,36697.14538844256,36710.96548208404,36579.731461642135,82.22389556336226
13:03:00,36710.86564030173,36740.2222854455,36710.86564030173,36718.59396128011,36585.17704986323,83.40863453056463
13:06:00,36720.44411949793,36730.2499735577,36702.76769396066,36710.52244049864,36590.09255537835,77.0681127775153
13:09:00,36710.37259871659,36730.99047734867,36710.37259871659,36728.15091973965,36595.50660888272,80.78917024770877
13:12:00,36728.10107795772,36732.50155261193,36707.02465245766,36715.42939900313,36600.20946339725,71.07876362315952
13:15:00,36715.47955722132,36715.95423926795,36700.29284755202,36706.10787828907,36604.36234241262,64.45595999182345
13:18:00,36705.95803650739,36715.85882759899,36691.7257569634,36703.98635759749,36608.26916653752,62.89978487744499
13:21:00,36704.13651581593,36728.05708421941,36701.889996621845,36727.06483692837,36612.92782027834,71.6013869985297
13:24:00,36727.11499514695,36751.27401360645,36721.19315806304,36721.44331628173,36617.18332992553,67.12719415777636
13:27:00,36722.79347450043,36723.143632719126,36686.81704909337,36694.97179565756,36620.23385799346,49.97211097471983
13:30:00,36694.87195387638,36711.4996421801,36687.02891550504,36711.00027505586,36623.79332532924,57.62259505151806
13:33:00,36710.850433274805,36744.077172286,36703.909926412605,36738.82875447663,36628.30451862914,67.64482625014557
13:36:00,36741.428912695694,36762.14837364624,36741.428912695694,36749.05723391987,36633.03991922878,70.62397057306177
13:39:00,36748.907392139066,36749.35770857745,36725.95976542703,36744.735713385584,36637.42014645062,67.55780481129261
13:42:00,36744.7358716049,36746.23729557878,36720.85564902495,36726.01419287376,36640.89442278094,55.40116100136069
13:45:00,36726.1143510932,36730.71704082382,36710.042514164845,36710.34267238442,36643.617883549705,47.120502374397375
13:48:00,36710.942830603984,36727.39836828924,36675.8202025994,36682.771151917535,36645.15330583864,36.05818237139142
13:51:00,36682.42131013722,36686.33017044104,36628.49013828543,36652.04963147313,36645.42374998117,27.62684637405549
13:54:00,36649.74978969294,36671.40944110304,36636.96972539531,36653.9281110512,36645.75725433686,28.814244142929624
13:57:00,36654.128269271125,36716.85390091071,36652.93981932869,36700.55659065172,36647.90624791784,51.74264665696269
14:00:00,36695.95674887179,36711.88016544917,36672.51355233527,36704.48507027473,36650.125025265166,53.22355423565913
14:03:00,36704.43522849492,36723.39804433266,36697.23601959588,36713.1635499202,36652.59712427125,56.652015884471524
14:06:00,36709.96370814052,36720.12304314035,36686.0413967064,36687.19202958815,36653.953787224855,45.108650882976875
14:09:00,36685.99218780859,36715.01354757438,36681.25389612309,36704.12050927856,36655.92110965833,52.472860024995626
14:12:00,36704.120667499126,36704.12098394026,36681.19772322595,36683.84898899145,36657.01632061257,44.190304496916895
14:15:00,36683.84914721214,36696.4527862882,36651.17288032348,36660.87746872681,36657.16773818568,36.56081185771755
14:18:00,36657.72762694762,36676.63522154755,36646.72841805171,36672.05594848464,36657.751589569954,42.22393992916353
14:21:00,36672.306106705575,36761.93427004387,36672.306106705575,36756.58442826493,36661.627387165834,67.67823054750426
14:24:00,36759.334586486,36777.69360508781,36743.30752854768,36757.5629080677,36665.389564456105,67.86940394338454
14:27:00,36757.1130662889,36766.66464850082,36730.239489237225,36736.39138789295,36668.17394968893,59.052473994213535
14:30:00,36736.39154611426,36757.85404560026,36733.01765264058,36738.16986774065,36670.918887651744,59.567252382227984
14:33:00,36734.47002596209,36760.84328452116,36728.52334861247,36748.74834761083,36673.97102333641,62.81155778589285
14:36:00,36748.59850583239,36766.4728719615,36738.00562580348,36758.52682750348,36677.28693722532,65.77330703279179
14:39:00,36758.52698572517,36765.82904260719,36737.80024432094,36748.0553074186,36680.06216742898,59.82107707993539
14:42:00,36748.15546564042,36766.62571803827,36742.23173047107,36742.6337873562,36682.515956445735,56.72059700530251
14:45:00,36742.43394557814,36748.98489490979,36710.49201489792,36729.31226731627,36684.35110589164,49.383326063929914
14:48:00,36729.362425538326,36742.54043085442,36702.2263490826,36742.4907472988,36686.63109182918,55.95859152474368
14:51:00,36736.89090552099,36738.74517752032,36708.61891085919,36710.86922730381,36687.58160694583,41.035882391314956
14:54:00,36710.86938552612,36724.877454865,36705.27096774928,36721.49770733129,36688.9116500982,46.61813924740755
14:57:00,36719.29786555372,36739.261630908455,36714.5481819986,36729.276187381234,36690.494573128904,50.610476483680124
15:00:00,36723.8263456038,36771.5842567328,36721.72713671662,36765.55466745365,36693.438106239686,64.89588515439888
15:03:00,36765.05482567634,36780.61859105279,36754.410205248125,36768.63314754854,36696.386931389054,65.87309709600035
15:06:00,36768.53330577136,36791.73757778755,36722.30371651994,36742.411627665904,36698.191821439126,51.599214249398905
15:09:00,36742.31178588884,36772.13520289117,36729.06463390183,36770.19010780573,36701.01528364958,61.823399451393584
15:12:00,36766.6402660288,36775.29548739023,36737.66763862893,36738.36858796804,36702.480119113054,48.212295935061164
15:15:00,36736.31874619123,36759.69675170619,36735.12048664632,36755.19706815282,36704.54745044795,54.40560407672741
15:18:00,36753.797226376126,36757.24754282275,36739.16921942317,36747.525548360056,36706.23286605235,51.15216024011048
15:21:00,36747.3257065835,36759.65339569554,36730.48820623716,36752.05402858977,36708.02977438715,53.084288019012945
15:24:00,36750.50418681334,36757.11178154509,36744.825863447775,36746.58250884196,36709.54164632656,50.280822981371955
15:27:00,36746.98266706565,36752.30402726963,36745.63314173671,36750.30402726963,36711.14017106942,52.28060681104781
15:30:00,36750.30402726963,36771.90402726963,36748.45402726963,36761.80402726963,36713.12698895962,58.323863348755886
